procedimiento_numero,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,numero_obra,nombre_obra,ues_nombre,plazo_ejecucion_obra,plazo_ejecucion_obra_tipo,latitud_1,longitud_1,latitud_2,longitud_2
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10616,501-0003-OBR21,Programa MAS - Etapa II,4694,12,4,-34.661075,-58.366973,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10616,501-0003-OBR21,Programa MAS - Etapa II,4694,12,4,-34.920494,-57.953565,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10620,501-0004-OBR21,Programa MAS - Etapa II,4694,12,4,-34.920494,-57.953565,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10620,501-0004-OBR21,Programa MAS - Etapa II,4694,12,4,-34.661075,-58.366973,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10620,501-0004-OBR21,Programa MAS - Etapa II,4694,12,4,-34.872986,-58.474915,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10620,501-0004-OBR21,Programa MAS - Etapa II,4694,12,4,-34.677589,-58.561691,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10620,501-0004-OBR21,Programa MAS - Etapa II,4694,12,4,-34.575752,-58.537096,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10620,501-0004-OBR21,Programa MAS - Etapa II,4694,12,4,-34.655861,-58.616721,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10620,501-0004-OBR21,Programa MAS - Etapa II,4694,12,4,-34.52812,-58.473816,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10619,501-0005-OBR21,Programa MAS - Etapa II,4694,12,4,-34.52812,-58.473816,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10619,501-0005-OBR21,Programa MAS - Etapa II,4694,12,4,-34.575752,-58.537096,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10619,501-0005-OBR21,Programa MAS - Etapa II,4694,12,4,-34.655861,-58.616721,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10619,501-0005-OBR21,Programa MAS - Etapa II,4694,12,4,-34.677589,-58.561691,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10619,501-0005-OBR21,Programa MAS - Etapa II,4694,12,4,-34.872986,-58.474915,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10619,501-0005-OBR21,Programa MAS - Etapa II,4694,12,4,-34.661075,-58.366973,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10619,501-0005-OBR21,Programa MAS - Etapa II,4694,12,4,-34.920494,-57.953565,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10617,501-0006-OBR21,Programa MAS - Etapa II,4694,12,4,-34.920494,-57.953565,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10617,501-0006-OBR21,Programa MAS - Etapa II,4694,12,4,-34.661075,-58.366973,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10617,501-0006-OBR21,Programa MAS - Etapa II,4694,12,4,-34.872986,-58.474915,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10617,501-0006-OBR21,Programa MAS - Etapa II,4694,12,4,-34.677589,-58.561691,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10617,501-0006-OBR21,Programa MAS - Etapa II,4694,12,4,-34.655861,-58.616721,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10617,501-0006-OBR21,Programa MAS - Etapa II,4694,12,4,-34.575752,-58.537096,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10617,501-0006-OBR21,Programa MAS - Etapa II,4694,12,4,-34.52812,-58.473816,,
46-0032-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10613,46-0034-OBR21,OBRA: CONSERVACIÓN MEJORATIVA - BACHEO Y EJECUCIÓN DE CARPETA CON MEZCLA ASFÁLTICA EN CALIENTE,1882,18,4,-54.491967,-67.181383,-54.615108,-67.426208
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10618,501-0007-OBR21,Programa MAS - Etapa II,4694,12,4,-34.52812,-58.473816,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10618,501-0007-OBR21,Programa MAS - Etapa II,4694,12,4,-34.575752,-58.537096,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10618,501-0007-OBR21,Programa MAS - Etapa II,4694,12,4,-34.655861,-58.616721,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10618,501-0007-OBR21,Programa MAS - Etapa II,4694,12,4,-34.677589,-58.561691,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10618,501-0007-OBR21,Programa MAS - Etapa II,4694,12,4,-34.872986,-58.474915,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10618,501-0007-OBR21,Programa MAS - Etapa II,4694,12,4,-34.661075,-58.366973,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10618,501-0007-OBR21,Programa MAS - Etapa II,4694,12,4,-34.920494,-57.953565,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10621,501-0008-OBR21,Programa MAS - Etapa II,4694,12,4,-34.920494,-57.953565,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10621,501-0008-OBR21,Programa MAS - Etapa II,4694,12,4,-34.661075,-58.366973,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10621,501-0008-OBR21,Programa MAS - Etapa II,4694,12,4,-34.872986,-58.474915,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10621,501-0008-OBR21,Programa MAS - Etapa II,4694,12,4,-34.677589,-58.561691,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10621,501-0008-OBR21,Programa MAS - Etapa II,4694,12,4,-34.655861,-58.616721,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10621,501-0008-OBR21,Programa MAS - Etapa II,4694,12,4,-34.575752,-58.537096,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10621,501-0008-OBR21,Programa MAS - Etapa II,4694,12,4,-34.52812,-58.473816,,
46/13-0135-LPU21,46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,10627,46/13-0035-OBR21,"OBRA DE CONSERVACIÓN MEJORATIVA RNN°25, TRAMO: GAIMAN - DOLAVON.",1871,4,4,-43.299456,-65.715728,,
14-0008-LPU21,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10628,14-0005-OBR21,REFACCIÓN Y REACONDICIONAMIENTO SOTANO DEL EDIFICIO N°42 - GAIYANN,3085,100,1,-34.573431,-58.512416,,
501-0032-CDI21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10634,501-0009-OBR21,Sistema Nacional de Radares Meteorológicos Etapa III,4694,30,4,-27.49026,-56.687025,,
14-0027-LPU21,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10633,14-0006-OBR21,PUESTA EN VALOR DEL LABORATORIO DE EMPAQUE DE LA PLANTA DE PRODUCCION DE RADIOISOTOPOS DEL CAE-GAATN,3087,45,1,-34.823677,-58.574222,,
46/4-0161-LPU21,46/4,46/04 - 4° Mendoza - DNV,604,604 - Dirección Nacional de Vialidad,10636,46/4-0036-OBR21,"RUTA NACIONAL Nº 40; PROVINCIA DE MENDOZA, TRAMO: TUNUYÁN – ANCHORIS, SECCIÓN: EMP. RP 86 (I) [KM 32",1862,18,4,-33.340285,-68.92233,-33.288692,-68.904881
34-0016-LPU21,34/0,34/000 - Dirección General de Administración - MHA,357,357 - Ministerio de Economía,10637,34-0001-OBR21,ARQUITECTURA,4705,6,4,-34.60878,-58.370386,,
46-0133-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10669,46-0001-OBR22,OBRA DE RECONSTRUCCIÓN DE CALZADA DESCENDENTE AU EZEIZA CAÑUELAS - TRAMO: PUENTE PÉRGOLA,1859,6,4,-35.015,-58.74,,
46/19-0145-LPU21,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10608,46/19-0002-OBR22,Vialidad,1859,4,4,-35.490516,-63.00153,-35.130228,-62.817381
46-0134-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10690,46-0003-OBR22,"VARIANTE CAÑUELAS. AU EZEIZA CAÑUELAS (58,72) A R.N. N° 3 (KM 68,30) ACCESO A CAÑUELAS",1859,24,4,-35.01,-58.75,,
46-0131-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10689,46-0004-OBR22,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,1773,24,4,-35,-63,,
46/18-0095-LPU21,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,10694,46/18-0005-OBR22,OBRA DE CONSERVACIÓN MEJOTATIVA EN LA RUTA NACIONAL N° 95 – PROVINCIA DE CHACO. TRAMO: EMPALME RUTA,1876,3,4,26.656497,-60.349919,26.339508,-60.302553
46-0165-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10700,46-0006-OBR22,"OBRA: RUTA NACIONAL N° 3 - OBRAS FALTANTES - TRAMO: KM. 1867 – KM. 1908,60",1881,30,4,-46.076525,-67.628974,-46.437094,-67.541104
46/6-0124-LPU21,46/6,46/06 - 6° Jujuy - DNV,604,604 - Dirección Nacional de Vialidad,11704,46/6-0007-OBR22,Obras de Seguridad - Travesía Urbana: Acceso Canalizado B° Papa Francisco - Pcia. de Jujuy.,1864,4,4,-23.789602,-64.784312,,
46/4-0147-LPU21,46/4,46/04 - 4° Mendoza - DNV,604,604 - Dirección Nacional de Vialidad,11711,46/4-0008-OBR22,"OBRA FRESADO, BACHEO Y CARPETA ACCESO SUR",1862,4,4,-33.040744,-68.866935,-32.970904,-68.843422
501-0019-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,11702,501-0001-OBR22,EX BIBLIOTECA NACIONAL,4694,18,4,0.123456,0.123456,,
501-0019-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,11702,501-0001-OBR22,EX BIBLIOTECA NACIONAL,4694,18,4,-34.614959,-58.37624,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10696,501-0002-OBR22,Programa MAS - Etapa II,4694,12,4,-34.920494,-57.953565,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10696,501-0002-OBR22,Programa MAS - Etapa II,4694,12,4,-34.677589,-58.561691,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10696,501-0002-OBR22,Programa MAS - Etapa II,4694,12,4,-34.872986,-58.474915,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10696,501-0002-OBR22,Programa MAS - Etapa II,4694,12,4,-34.661075,-58.366973,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10696,501-0002-OBR22,Programa MAS - Etapa II,4694,12,4,-34.52812,-58.473816,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10696,501-0002-OBR22,Programa MAS - Etapa II,4694,12,4,-34.575752,-58.537096,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10696,501-0002-OBR22,Programa MAS - Etapa II,4694,12,4,-34.655861,-58.616721,,
46-0025-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10703,46-0009-OBR22,"OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR, Ruta Nacional N°188 Tramo: Junín - Gral Villegas",1859,18,4,-34.565848,-60.950623,-35.03567,-62.987486
46-0164-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11713,46-0010-OBR22,"OBRA: RUTA NACIONAL N° 3 - OBRAS FALTANTES - TRAMO: RADA TILLY (KM. 1843,30) – KM. 1867",1871,24,4,-45.922055,-67.573255,-46.076525,-67.628974
501-0020-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,11723,501-0003-OBR22,MHN Hotel N° 4 U.T. Chapadmalal,4694,12,4,-32.204378,-64.559393,,
501-0020-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,11723,501-0003-OBR22,MHN Hotel N° 4 U.T. Chapadmalal,4694,12,4,0.123456,0.123456,,
501-0020-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,11723,501-0003-OBR22,MHN Hotel N° 4 U.T. Chapadmalal,4694,12,4,-38.185375,-57.683254,,
14-0026-LPU21,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,11733,14-0001-OBR22,PAVIMENTO CALLES DE ACCESO A SECTOR RA-3 - PLAYA DE ESTACIONAMIENTO Y CALLES - CAE GAATN,3087,7,4,0.123456,0.123456,,
46/16-0057-LPU21,46/16,46/16 - 16° Santiago del Estero - DNV,604,604 - Dirección Nacional de Vialidad,11743,46/16-0011-OBR22,OBRA DE CONSERVACION MEJORATIVA -RUTA NACIONAL Nº 89 - PROVINCIA DE SANTIAGO DEL ESTERO,1874,8,4,-27.656359,-62.408858,-27.515242,-61.71063
46/16-0057-LPU21,46/16,46/16 - 16° Santiago del Estero - DNV,604,604 - Dirección Nacional de Vialidad,11743,46/16-0011-OBR22,OBRA DE CONSERVACION MEJORATIVA -RUTA NACIONAL Nº 89 - PROVINCIA DE SANTIAGO DEL ESTERO,1874,12,4,-27.656359,-62.408858,-27.515242,-61.71063
14-0028-LPU21,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,11732,14-0002-OBR22,CONSTRUCCION DE UN NUEVO EDIFICIO PARA LA GUARDIA DEL RA3 - CAE GAATN,3087,180,1,0.123456,0.123456,,
46/15-0141-LPU21,46/15,46/15 - 15° Misiones - DNV,604,604 - Dirección Nacional de Vialidad,11740,46/15-0012-OBR22,"DEMOLICIÓN Y RECONSTRUCCIÓN DE ALCANTARILLA SOBRE ARROYO SAN JOSÉ- RUTA NACIONAL N°14- PROG.: 790,29",1773,8,4,-27.750833,-55.784722,,
46/4-0128-LPU21,46/4,46/04 - 4° Mendoza - DNV,604,604 - Dirección Nacional de Vialidad,11745,46/4-0013-OBR22,FRESADO Y CARPETA RN40,1862,4,4,0.123456,0.123456,0.123456,0.123456
63-0007-LPU21,63/0,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,11763,63-0001-OBR22,Edificios Jefatura Regional Conurbano l,4359,12,4,-34.575398,-58.535938,,
46/20-0277-LPU21,46/20,46/20 - 20° Río Negro - DNV,604,604 - Dirección Nacional de Vialidad,11781,46/20-0014-OBR22,"OBRA DE CONSERVACIÓN MEJORATIVA: ""EJECUCIÓN DE BACHEOS Y CARPETINES"" - RUTA NACIONAL Nº 22.",1878,3,4,-39.0869,-66.5215,-39.0789,-67.1569
46/13-0290-LPU21,46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,11787,46/13-0015-OBR22,": OBRA DE CONSERVACIÓN MEJORATIVA RN N° 25 - PROVINCIA DEL CHUBUT,KM. 191,53 - KM - KM. - KM. 199,32",1871,4,4,-43.684272,-67.203958,-43.65635,-67.2767
46/13-0285-LPU21,46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,11791,46/13-0016-OBR22,OBRA DE CONSERVACIÓN MEJORATIVA RUTA NACIONAL N° 25 PROVINCIA DE CHUBUT.,1871,4,4,-43.306006,-65.104064,-43.284644,-65.261875
46-0138-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11794,46-0017-OBR22,"OBRA AUTOPISTA SAN MIGUEL DEL MONTE – GORCHS. RUTA NACIONAL N° 3 TRAMO KM 113,78 – KM 141,00",1859,36,4,-35.48,-58.85,,
46-0136-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11785,46-0018-OBR22,"PROYECTO, OBRA RN N°3 - VARIANTE SAN MIGUEL DEL MONTE - TRAMO: KM 104.78 – KM 113.48",1859,30,4,-35.43,-58.84,,
46-0191-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11754,46-0019-OBR22,"OBRA RUTA NACIONAL N° 5. REPAVIMENTACIÓN, ENSANCHE Y BANQUINAS.",1859,12,4,-36.012,-62.74,,
46-0187-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11755,46-0020-OBR22,"OBRA MEJORA DE INTERSECCIÓN DE ACCESO A SIERRAS BAYAS - RUTA NACIONAL N°226 - KM 285,33.",1859,18,4,-36.92,-60.2,,
63-0015-LPU21,63/0,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,11788,63-0002-OBR22,Edificios de la Jefatura Regional Noroeste,4359,12,4,-28.472892,-65.778333,,
14-0030-LPU21,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,11802,14-0003-OBR22,CONSTRUCION REMODELACIÓN DE CUBIERTAS DE CUATRO (4) GALPONES DEL CENTRO ATÓMICO EZEIZA - GAATN,3087,4,4,-34.821944,-58.576186,,
46-0099-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11776,46-0021-OBR22,"Reciclado del paquete estructural existente, restitución de base y carpeta de concreto asfáltico en caliente.",1865,10,4,-28.711055,-61.538166,-28.593027,-61.515694
46/16-0091-LPU21,46/16,46/16 - 16° Santiago del Estero - DNV,604,604 - Dirección Nacional de Vialidad,11836,46/16-0022-OBR22,"OBRA DE CONSERVACION MEJORATIVA R.N. Nº 89 -CONSTRUCCIÓN, REFACCIÓN Y AMPLIACIÓN DE ALCANTARILLAS",1874,12,4,-27.515242,-61.71063,-27.618635,-62.168442
46-0181-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11830,46-0023-OBR22,"OBRA DE CONSERVACION MEJORATIVA - EJECUCION DE BACHEO Y CARPETA ASFALTICA EN 0,04 M DE ESPESOR",1862,12,4,-34.086203,-66.708821,-34.591671,-67.873621
46-0099-LPU20,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11832,46-0024-OBR22,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL Nº 16 - PROVINCIA DE SALTA ,1863,12,4,-25.371944,-64.014444,-25.361388,-64.505833
46/18-0027-LPU22,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,11834,46/18-0025-OBR22,OBRA DE CONSERVACIÓN MEJORATIVA-RUTA NACIONAL Nº 89–GRAL. PINEDO–LIM. C/ SANTIAGO DEL ESTERO-CHACO,1876,3,4,27.33611,-61.275499,27.5147222,-61.711389
34-0031-LPU21,34/0,34/000 - Dirección General de Administración - MHA,357,357 - Ministerio de Economía,11847,34-0001-OBR22,"Adecuación edilicia, redes, inst. eléctrica e inst. de aire acond. del piso 4 y 5 de Alsina 470",4705,4,4,-34.610507,-58.372867,,
46/18-0254-LPU21,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,11843,46/18-0026-OBR22,CONSERVACIÓN MEJORATIVA - ILUMINACIÓN - TR: RN11 PCIA DEL CHACO - EMP RP90 - SEC: KM1.041,1876,6,4,-27.119939,-58.971428,,
46/18-0261-LPU21,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,11844,46/18-0027-OBR22,RN N89-EMP. RP5. ILUMINACIÓN DE INTERSECCIÓN CANALIZADA,1876,6,4,-27.36009,-61.298954,,
14-0040-LPU21,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,11845,14-0004-OBR22,PUESTA EN VALOR BAÑOS Y VESTUARIOS DE LA PLANTA DE PRODUCCIÓN DE RADIOISÓTOPOS DEL CAE - GAATN,3087,40,1,-34.823677,-58.574222,,
