numero_obra,nombre_obra,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,renglon_numero,renglon_descripcion,provincia_id,provincia_nombre,departamento_id,departamento_nombre,localidad_id,localidad_nombre
74-0003-OBR21,Construcción de Sanitarios en el Parque Nacional El Palmar,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10511,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,155,ENTRE RIOS,94200,COLON,10861,UBAJAY
46/19-0009-OBR21,"PROVISION Y COLOCACION DE LAS PASARELAS PEATONALES en RN.N° 8 - Km 83,12 y Km 95 - Pcia. Bs As.",46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10473,4.2.2-10008.41,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: PASARELA PEATONAL",148,BUENOS AIRES,94253,EXALTACION DE LA CRUZ,4858,PARADA ROBLES
46/19-0009-OBR21,"PROVISION Y COLOCACION DE LAS PASARELAS PEATONALES en RN.N° 8 - Km 83,12 y Km 95 - Pcia. Bs As.",46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10473,4.2.2-10008.41,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: PASARELA PEATONAL",148,BUENOS AIRES,94500,SAN ANDRES DE GILES,6902,SOLIS
46/19-0009-OBR21,"PROVISION Y COLOCACION DE LAS PASARELAS PEATONALES en RN.N° 8 - Km 83,12 y Km 95 - Pcia. Bs As.",46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10498,4.2.2-10008.41,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: PASARELA PEATONAL",148,BUENOS AIRES,94253,EXALTACION DE LA CRUZ,4858,PARADA ROBLES
46/19-0009-OBR21,"PROVISION Y COLOCACION DE LAS PASARELAS PEATONALES en RN.N° 8 - Km 83,12 y Km 95 - Pcia. Bs As.",46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10498,4.2.2-10008.41,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: PASARELA PEATONAL",148,BUENOS AIRES,94500,SAN ANDRES DE GILES,6902,SOLIS
46/19-0010-OBR21,REPARACION DE VIGA y PROV. Y COLOC. DE PORTICO LIMITADOR DE ALTURA. PTE. S/ LAS FLORES - AVELLANEDA,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10504,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",148,BUENOS AIRES,94121,AVELLANEDA,5341,WILDE
46/19-0011-OBR21,REACONDICIONAMIENTO SISTEMA DE ILUMINACION ROTONDA RN 3 Y RP 6 CAÑUELAS PCIA. DE BUENOS AIRES,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10514,4.2.2-8181.1,INST. ALUMBRADO PUBLICO; DESCRIPCION: INST.ALUMB.PUBLICO,148,BUENOS AIRES,94156,CAÑUELAS,5257,CAÑUELAS
46/19-0011-OBR21,REACONDICIONAMIENTO SISTEMA DE ILUMINACION ROTONDA RN 3 Y RP 6 CAÑUELAS PCIA. DE BUENOS AIRES,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10523,4.2.2-8181.1,INST. ALUMBRADO PUBLICO; DESCRIPCION: INST.ALUMB.PUBLICO,148,BUENOS AIRES,94156,CAÑUELAS,5257,CAÑUELAS
46/15-0012-OBR21,"Construcción de Pasarela Peatonal-RN Nº14-Prog.:871,70 Oberá-Misiones",46/15,46/15 - 15° Misiones - DNV,604,604 - Dirección Nacional de Vialidad,10530,4.2.2-8170.1,CONST. PASARELA PEATONAL; DESCRIPCION: CONSTRUCCION PASARELA PEATONAL,161,MISIONES,94424,OBERA,13247,OBERA
46/19-0013-OBR21,ARQUITECTURA,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10534,4.2.2-9849.1,CONST. DE TECHO TECNICO ; DESCRIPCION: CONST. DE TECHO TECNICO,152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
46/19-0013-OBR21,ARQUITECTURA,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10534,4.2.2-9849.1,CONST. DE TECHO TECNICO ; DESCRIPCION: CONST. DE TECHO TECNICO,148,BUENOS AIRES,94121,AVELLANEDA,5086,DOCK SUD
46/9-0014-OBR21,"Demolición y reconstrucción de alcantarilla, mejoramiento de cauce y obras complementarias.-",46/09,46/09 - 9° San Juan - DNV,604,604 - Dirección Nacional de Vialidad,10528,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",165,SAN JUAN,94153,CALINGASTA,15136,BARREAL
14-0003-OBR21,CONSTRUCCIÓN DEPOSITO PARA EDIFICIO Nº 51 DEL C.A.C. - GCCN,14,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10540,4.2.1-7003.33,CONST. CIVIL PRIVADA; DESCRIPCION: CONSTRUCCION DE LOCAL,148,BUENOS AIRES,94303,GENERAL SAN MARTIN,6486,VILLA MAIPU
46/13-0015-OBR21,PUESTA EN VALOR DE LAS INSTALACIONES CAMPAMENTO TECKA - 13º Distrito – Chubut,46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,10539,4.2.1-7003.37,CONST. CIVIL PRIVADA; DESCRIPCION: INMUEBLE,151,CHUBUT,94360,LANGUIÑEO,8532,TECKA
46/19-0016-OBR21,VIALIDAD,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10542,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,148,BUENOS AIRES,94308,GENERAL VILLEGAS,6538,GENERAL VILLEGAS
46/11-0017-OBR21,VIALIDAD,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10550,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",149,CATAMARCA,94132,BELEN,7263,EL EJE
46/11-0018-OBR21,REHABILITACIÓN Y CONSTRUCCIÓN DE OBRAS DE ARTE Y REPARACIÓN DE ASENTAMIENTOS DE CALZADA Y BANQUINAS,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10549,4.2.2-10008.25,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: BACHEO Y SELLADO",149,CATAMARCA,94592,VALLE VIEJO,7448,EL PORTEZUELO
46/11-0018-OBR21,REHABILITACIÓN Y CONSTRUCCIÓN DE OBRAS DE ARTE Y REPARACIÓN DE ASENTAMIENTOS DE CALZADA Y BANQUINAS,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10549,4.2.2-10008.25,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: BACHEO Y SELLADO",149,CATAMARCA,94428,PACLIN,7546,LA MERCED
74-0004-OBR21,Const. de Sede Administrativa - Sub. Coord. Reg. Sur (DNIN) y Dirección Reg. Patagonia Austral (DNC),74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10556,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,167,SANTA CRUZ,94357,LAGO ARGENTINO,15712,EL CALAFATE
14-0004-OBR21,OBRA AMPLIACION DE EDIFICIO DE PROPIEDADES MECANICAS Nº3  - GAIYANN,14,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10490,4.2.1-7003.12,CONST. CIVIL PRIVADA; DESCRIPCION: CONSTRUCCION DE EDIFICIO,163,RIO NEGRO,94131,BARILOCHE,13884,SAN CARLOS DE BARILOCHE
46/11-0020-OBR21,VIALIDAD NACIONAL,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10560,4.2.2-10008.10,"OBRAS VIALIDAD NACIONAL; TIPO: RUTAS SEGURAS, DESCRIPCION: ADECUACION DE TRAMO",149,CATAMARCA,94351,LA PAZ,7535,SAN ANTONIO
46/11-0021-OBR21,RECONSTRUCCIÓN DE CALZADA Y DEFENSAS RUTA NACIONAL Nº 60 FIAMBALÁ – LAS ANGOSTURAS,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10567,4.2.2-10008.10,"OBRAS VIALIDAD NACIONAL; TIPO: RUTAS SEGURAS, DESCRIPCION: ADECUACION DE TRAMO",149,CATAMARCA,94569,TINOGASTA,7434,FIAMBALA
46/11-0022-OBR21,VIALIDAD,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10574,4.2.2-10008.28,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MICROAGLOMERADO",149,CATAMARCA,94167,CAPITAL,7353,EL PANTANILLO
46/11-0022-OBR21,VIALIDAD,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10574,4.2.2-10008.28,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MICROAGLOMERADO",149,CATAMARCA,94592,VALLE VIEJO,7455,SANTA ROSA
46-0024-OBR21,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10585,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SEÑALAMIENTO HORIZONTAL/VERTIC",171,TUCUMAN,94160,CAPITAL,18204,SAN MIGUEL DE TUCUMAN
46-0025-OBR21,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10584,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SEÑALAMIENTO HORIZONTAL/VERTIC",168,SANTA FE,94094,LA CAPITAL,15915,SANTA FE
46-0026-OBR21,"OBRA: “Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10575,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SEÑALAMIENTO HORIZONTAL/VERTIC",148,BUENOS AIRES,94127,BAHIA BLANCA,5586,BAHIA BLANCA
74-0005-OBR21,Reconstruccion de cubierta de techos del Centro de Visitantes - PN Quebrada del Condorito,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10577,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,153,CORDOBA,94165,CAPITAL,8941,CORDOBA
74-0005-OBR21,Reconstruccion de cubierta de techos del Centro de Visitantes - PN Quebrada del Condorito,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10532,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,153,CORDOBA,94165,CAPITAL,8941,CORDOBA
74-0005-OBR21,Reconstruccion de cubierta de techos del Centro de Visitantes - PN Quebrada del Condorito,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10589,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,153,CORDOBA,94165,CAPITAL,8941,CORDOBA
40/31-0001-OBR21,REPARACION PARCIAL EDIFICO Nº 17 - SUBMURACION LAVADERO MECANICO E.S.F.A. - ETAPA I - PCIA. CORDOBA,40/031,40/031 - OUC INFRA,381,381 - Estado Mayor General de La Fuerza Aérea,10590,3.3.1-6177.1,MANT. Y REPAR. DE EDIFICIO; DESCRIPCION: MANT. Y REPARACION DE EDIFICIO,153,CORDOBA,94165,CAPITAL,8941,CORDOBA
46-0028-OBR21,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10596,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SEÑALAMIENTO HORIZONTAL/VERTIC",152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
46/19-0030-OBR21,VIALIDAD,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10600,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",148,BUENOS AIRES,94097,LA MATANZA,6181,GONZALEZ CATAN
46/19-0030-OBR21,VIALIDAD,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10600,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",148,BUENOS AIRES,94156,CAÑUELAS,5257,CAÑUELAS
501-0002-OBR21,Restauración y Puesta en Valor del Hotel N°1 Embalse Provincia de Córdoba,501/000,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10603,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,153,CORDOBA,94151,CALAMUCHITA,8904,EMBALSE
46/13-0035-OBR21,"OBRA DE CONSERVACIÓN MEJORATIVA RNN°25, TRAMO: GAIMAN - DOLAVON.",46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,10627,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",151,CHUBUT,94268,GAIMAN,8513,DOLAVON
14-0005-OBR21,REFACCIÓN Y REACONDICIONAMIENTO SOTANO DEL EDIFICIO N°42 - GAIYANN,14,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10628,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,148,BUENOS AIRES,94303,GENERAL SAN MARTIN,6486,VILLA MAIPU
501-0009-OBR21,Sistema Nacional de Radares Meteorológicos Etapa III,501/000,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10634,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,154,CORRIENTES,94338,ITUZAINGO,10342,ITUZAINGO
14-0006-OBR21,PUESTA EN VALOR DEL LABORATORIO DE EMPAQUE DE LA PLANTA DE PRODUCCION DE RADIOISOTOPOS DEL CAE-GAATN,14,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10633,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,148,BUENOS AIRES,94254,EZEIZA,4864,JOSE MARIA EZEIZA
46/4-0036-OBR21,"RUTA NACIONAL Nº 40; PROVINCIA DE MENDOZA, TRAMO: TUNUYÁN – ANCHORIS, SECCIÓN: EMP. RP 86 (I) [KM 32",46/04,46/04 - 4° Mendoza - DNV,604,604 - Dirección Nacional de Vialidad,10636,4.2.2-10008.45,"OBRAS VIALIDAD NACIONAL; TIPO: PUENTES, DESCRIPCION: REPARACION/MEJORA DE PUENTE",160,MENDOZA,94385,LUJAN DE CUYO,12966,ANCHORIS
34-0001-OBR21,ARQUITECTURA,34/000,34/000 - Dirección General de Administración - MHA,357,357 - Ministerio de Economía,10637,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
46-0001-OBR22,OBRA DE RECONSTRUCCIÓN DE CALZADA DESCENDENTE AU EZEIZA CAÑUELAS - TRAMO: PUENTE PÉRGOLA,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10669,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",148,BUENOS AIRES,94156,CAÑUELAS,5257,CAÑUELAS
46/19-0002-OBR22,Vialidad,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10608,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,148,BUENOS AIRES,94483,RIVADAVIA,6789,AMERICA
46-0003-OBR22,"VARIANTE CAÑUELAS. AU EZEIZA CAÑUELAS (58,72) A R.N. N° 3 (KM 68,30) ACCESO A CAÑUELAS",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10690,4.2.2-10008.3,"OBRAS VIALIDAD NACIONAL; TIPO: AUTOPISTAS Y AUTOVIAS, DESCRIPCION: CONSTR. AUTOPISTA TRAZA NUEVA",148,BUENOS AIRES,94156,CAÑUELAS,5257,CAÑUELAS
46-0004-OBR22,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10683,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",148,BUENOS AIRES,94308,GENERAL VILLEGAS,6538,GENERAL VILLEGAS
46-0004-OBR22,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10689,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",148,BUENOS AIRES,94308,GENERAL VILLEGAS,6538,GENERAL VILLEGAS
46/18-0005-OBR22,OBRA DE CONSERVACIÓN MEJOTATIVA EN LA RUTA NACIONAL N° 95 – PROVINCIA DE CHACO. TRAMO: EMPALME RUTA,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,10694,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",150,CHACO,94202,COMANDANTE FERNANDEZ,8193,PRESIDENCIA ROQUE SAENZ PENA
46/18-0005-OBR22,OBRA DE CONSERVACIÓN MEJOTATIVA EN LA RUTA NACIONAL N° 95 – PROVINCIA DE CHACO. TRAMO: EMPALME RUTA,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,10694,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",150,CHACO,94390,MAIPU,7824,TRES ISLETAS
46-0006-OBR22,"OBRA: RUTA NACIONAL N° 3 - OBRAS FALTANTES - TRAMO: KM. 1867 – KM. 1908,60",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10679,4.2.2-10008.2,"OBRAS VIALIDAD NACIONAL; TIPO: AUTOPISTAS Y AUTOVIAS, DESCRIPCION: CONSTR. 2ª CALZADA P/AUTOVIA",167,SANTA CRUZ,94239,DESEADO,15678,CALETA OLIVIA
46-0006-OBR22,"OBRA: RUTA NACIONAL N° 3 - OBRAS FALTANTES - TRAMO: KM. 1867 – KM. 1908,60",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10700,4.2.2-10008.2,"OBRAS VIALIDAD NACIONAL; TIPO: AUTOPISTAS Y AUTOVIAS, DESCRIPCION: CONSTR. 2ª CALZADA P/AUTOVIA",167,SANTA CRUZ,94239,DESEADO,15678,CALETA OLIVIA
46/6-0007-OBR22,Obras de Seguridad - Travesía Urbana: Acceso Canalizado B° Papa Francisco - Pcia. de Jujuy.,46/06,46/06 - 6° Jujuy - DNV,604,604 - Dirección Nacional de Vialidad,11704,4.2.2-10008.40,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: TRAVESIA URBANA",157,JUJUY,94089,LEDESMA,12069,CALILEGUA
46/4-0008-OBR22,"OBRA FRESADO, BACHEO Y CARPETA ACCESO SUR",46/04,46/04 - 4° Mendoza - DNV,604,604 - Dirección Nacional de Vialidad,11711,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",160,MENDOZA,94385,LUJAN DE CUYO,12985,LUJAN DE CUYO
501-0001-OBR22,EX BIBLIOTECA NACIONAL,501/000,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,11702,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,152,CIUDAD DE BUENOS AIRES,94203,COMUNA 1,8591,SAN TELMO
