numero_obra,nombre_obra,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,renglon_numero,renglon_descripcion,provincia_id,provincia_nombre,departamento_id,departamento_nombre,localidad_id,localidad_nombre
46-0052-OBR22,OBRA: DISTRIBUIDOR ACCESO A JUAN ANCHORENA – RUTA NACIONAL N°8 AUTOPISTA PILAR - PERGAMINO,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11957,4.2.2-10008.37,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: DISTRIBUIDOR A DISTINTO NIVEL",148,BUENOS AIRES,94439,PERGAMINO,6134,JUAN ANCHORENA
46-0053-OBR22,VIALIDAD,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11988,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",149,CATAMARCA,94132,BELEN,7310,LONDRES
74-0003-OBR22,Construcción de Galpón / Taller (ICE) - Parque Nacional Ciervos de los Pantanos,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,11987,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,148,BUENOS AIRES,94154,CAMPANA,5242,CAMPANA
501-0006-OBR22,LHN CCD Faro de Punta Mogotes,501/000,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,12008,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,148,BUENOS AIRES,94299,GENERAL PUEYRREDON,6449,MAR DEL PLATA
501-0007-OBR22,MUSEO HISTÓRICO SARMIENTO. Nuevo espacio gastronómico y jardines,501/000,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,12007,4.2.1-7003.33,CONST. CIVIL PRIVADA; DESCRIPCION: CONSTRUCCION DE LOCAL,152,CIUDAD DE BUENOS AIRES,94207,COMUNA 13,8623,BELGRANO
46-0054-OBR22,MALLA RN11D. RUTA NACIONAL N°11 - PROVINCIAS DE SANTA FE Y CHACO.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11951,4.2.2-10008.34,"OBRAS VIALIDAD NACIONAL; TIPO: REHABIL. Y MANT. INTEGRADO, DESCRIPCION: MALLA CREMA",150,CHACO,94511,SAN FERNANDO,8346,RESISTENCIA
46-0054-OBR22,MALLA RN11D. RUTA NACIONAL N°11 - PROVINCIAS DE SANTA FE Y CHACO.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11951,4.2.2-10008.34,"OBRAS VIALIDAD NACIONAL; TIPO: REHABIL. Y MANT. INTEGRADO, DESCRIPCION: MALLA CREMA",168,SANTA FE,94293,GENERAL OBLIGADO,15836,AVELLANEDA
501-0010-OBR22,CONSERVACIÓN Y RESTAURACIÓN DEL EDIFICIO PARA LA NUEVA SEDE INSTITUCIONAL UNAB,501/000,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,13032,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,148,BUENOS AIRES,94105,ALMIRANTE BROWN,5072,BURZACO
74-0004-OBR22,Construcción de Centro de Visitantes y Mirador en el Parque Nacional Aconquija,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,13031,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,171,TUCUMAN,94189,CHICLIGASTA,17966,CONCEPCION
501-0012-OBR22,ANLIS DR. CARLOS MALBRÁN,501/000,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,13033,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,152,CIUDAD DE BUENOS AIRES,94212,COMUNA 4,8595,BARRACAS
501-0013-OBR22,IMPERMEABILIZACIÓN Y TRATAMIENTO DE FACHADAS - HOSPITAL DE PEDIATRÍA PROF. DR. JUAN P. GARRAHAN,501/000,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,13028,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,152,CIUDAD DE BUENOS AIRES,94212,COMUNA 4,8598,PARQUE PATRICIOS
74-0005-OBR22,Refacción y refuncionalizacion Centro de Visitantes en el Parque Nacional El Palmar,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,13051,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,155,ENTRE RIOS,94200,COLON,10861,UBAJAY
74-0006-OBR22,Construcción de 3 viviendas en la Reserva Natural San Antonio,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,13050,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,161,MISIONES,94292,GENERAL MANUEL BELGRANO,13469,SAN ANTONIO
46/14-0055-OBR22,ACCESO CANALIZADO – LOCALIDAD DE SAN JERÓNIMO - OBRA DE SEGURIDAD VIAL,46/14,46/14 - 14° San Luis - DNV,604,604 - Dirección Nacional de Vialidad,13042,4.2.2-10008.38,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: INTERSECCION CANALIZADA",166,SAN LUIS,94093,JUAN MARTIN DE PUEYRREDON,15377,SAN JERONIMO
74-0001-OBR23,Construcción de 6 (Seis) Viviendas en el Parque Nacional Ciervos de los Pantanos,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,13061,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,148,BUENOS AIRES,94154,CAMPANA,5242,CAMPANA
74-0002-OBR23,Construcción de Sistema Cloacal en el Parque Nacional Campos del Tuyu,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,13090,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,148,BUENOS AIRES,94290,GENERAL LAVALLE,5009,GENERAL LAVALLE
46-0001-OBR23,"REPAVIMENTACIÓN R.N. N° 226, REPAVIMENTACIÓN Y RUTA SEGURA R.N. N°3. PROVINCIA DE BUENOS AIRES.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11962,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",148,BUENOS AIRES,94126,AZUL,5571,AZUL
46-0002-OBR23,OBRAS RENOVACIÓN Y MEJORAMIENTO DEL SEÑALAMIENTO VERTICAL LATERAL Y AÉREO EN RUTAS NACIONALES VARIAS,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11854,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SEÑALAMIENTO HORIZONTAL/VERTIC",152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
46-0002-OBR23,OBRAS RENOVACIÓN Y MEJORAMIENTO DEL SEÑALAMIENTO VERTICAL LATERAL Y AÉREO EN RUTAS NACIONALES VARIAS,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13088,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SEÑALAMIENTO HORIZONTAL/VERTIC",152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
46-0003-OBR23,RUTA NACIONAL N° 136 – ENTRE RÍOS,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13063,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",155,ENTRE RIOS,94315,GUALEGUAYCHU,10831,GUALEGUAYCHU
46-0003-OBR23,RUTA NACIONAL N° 136 – ENTRE RÍOS,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13064,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",155,ENTRE RIOS,94315,GUALEGUAYCHU,10831,GUALEGUAYCHU
46-0004-OBR23,"AUTOPISTA RUTA NACIONAL N°7. ADECUACIÓN TRAVESÍA URBANA DE JUNÍN. TRAMO, Km. 258 – Km. 259,35.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13075,4.2.2-10008.1,"OBRAS VIALIDAD NACIONAL; TIPO: AUTOPISTAS Y AUTOVIAS, DESCRIPCION: CONSTR. 2ª CALZADA P/AUTOPISTA",148,BUENOS AIRES,94346,JUNIN,6439,JUNIN
46-0004-OBR23,"AUTOPISTA RUTA NACIONAL N°7. ADECUACIÓN TRAVESÍA URBANA DE JUNÍN. TRAMO, Km. 258 – Km. 259,35.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13080,4.2.2-10008.1,"OBRAS VIALIDAD NACIONAL; TIPO: AUTOPISTAS Y AUTOVIAS, DESCRIPCION: CONSTR. 2ª CALZADA P/AUTOPISTA",148,BUENOS AIRES,94346,JUNIN,6439,JUNIN
46/13-0005-OBR23,"OBRA DE CONSERVACION MEJORATIVA RUTA NACIONAL N° 25 SECCIÓN: KM. 165,22 - KM. 191,53.",46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,13098,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",151,CHUBUT,94398,MARTIRES,8533,ALTO DE LAS PLUMAS
46-0006-OBR23,OBRA: REPAVIMENTACIÓN RUTA NACIONAL N° 3 -TRAMO: CAÑUELAS - SAN MIGUEL DEL MONTE.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13095,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",148,BUENOS AIRES,94156,CAÑUELAS,5257,CAÑUELAS
46-0007-OBR23,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL N° 205 y RUTA NACIONAL N° 226,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10647,4.2.2-10008.30,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SISTEMA MODULAR",148,BUENOS AIRES,94495,SALADILLO,6863,CAZON
46-0007-OBR23,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL N° 205 y RUTA NACIONAL N° 226,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13089,4.2.2-10008.30,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SISTEMA MODULAR",148,BUENOS AIRES,94495,SALADILLO,6863,CAZON
46/17-0008-OBR23,"OBRA DE CONSERVACIÓN MEJORATIVA RUTA NACIONAL N° 127  (KM 228,66 a KM 260,37)",46/17,46/17 - 17° Entre Rios - DNV,604,604 - Dirección Nacional de Vialidad,13066,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",155,ENTRE RIOS,94257,FEDERACION,10707,MIÑONES
46/12-0009-OBR23,"Mantenimiento y reparación de puentes - RN 231: KM 17,12 (s/Río Pireco), KM 21,26 (s/ Río Pereyra I)",46/12,46/12 - 12° Neuquen - DNV,604,604 - Dirección Nacional de Vialidad,13104,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",162,NEUQUEN,94382,LOS LAGOS,13736,VILLA LA ANGOSTURA
46-0010-OBR23,REPAVIMENTACIÓN EN RN N° 3. TRAMO: CAÑUELAS – SAN MIGUEL DEL MONTE,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13074,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",148,BUENOS AIRES,94410,MONTE,6675,SAN MIGUEL DEL MONTE
46-0010-OBR23,REPAVIMENTACIÓN EN RN N° 3. TRAMO: CAÑUELAS – SAN MIGUEL DEL MONTE,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13074,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",148,BUENOS AIRES,94156,CAÑUELAS,5257,CAÑUELAS
46-0010-OBR23,REPAVIMENTACIÓN EN RN N° 3. TRAMO: CAÑUELAS – SAN MIGUEL DEL MONTE,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13077,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",148,BUENOS AIRES,94410,MONTE,6675,SAN MIGUEL DEL MONTE
46-0010-OBR23,REPAVIMENTACIÓN EN RN N° 3. TRAMO: CAÑUELAS – SAN MIGUEL DEL MONTE,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13077,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",148,BUENOS AIRES,94156,CAÑUELAS,5257,CAÑUELAS
46/19-0011-OBR23,OBRA CONSTRUCCION DE CALZADA RUTA PROVINCIAL Nº 31,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,13107,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",148,BUENOS AIRES,94503,SAN ANTONIO DE ARECO,6913,SAN ANTONIO DE ARECO
46/13-0012-OBR23,"OBRA DE CONSERVACIÓN MEJORATIVA RNN° 25. LAS CHAPAS - LAS PLUMAS. KM 199,32 - 207,14.",46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,13099,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",151,CHUBUT,94398,MARTIRES,8538,LAS PLUMAS
46/13-0013-OBR23,"OBRA DE CONSERVACIÓN MEJORATIVA RN N° 40 - PROVINCIA DEL CHUBUT. KM. 1324,69 - KM. 1367,81",46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,13072,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",151,CHUBUT,94480,RIO SENGUER,8564,RIO MAYO
46/16-0014-OBR23,"Iluminación Rotonda Bandera RNN98 (Km 226,31) - Lte. Sta. Fe/Sgo. del Estero - Bandera",46/16,46/16 - 16° Santiago del Estero - DNV,604,604 - Dirección Nacional de Vialidad,13115,4.2.2-10008.33,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: OTROS TIPOS RESOLUCION 2141/17",169,SANTIAGO DEL ESTERO,94135,BELGRANO,17125,BANDERA
46-0015-OBR23,VIALIDAD,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11983,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",148,BUENOS AIRES,94598,VILLARINO,5512,MEDANOS
46-0015-OBR23,VIALIDAD,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11983,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",158,LA PAMPA,94152,CALEU CALEU,12314,LA ADELA
46/17-0016-OBR23,"Tareas de mantenimiento en Puente sobre A° La Ensenada -Ruta Nacional N° 131, Entre Ríos-",46/17,46/17 - 17° Entre Rios - DNV,604,604 - Dirección Nacional de Vialidad,13123,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",155,ENTRE RIOS,94240,DIAMANTE,10682,VILLA LIBERTADOR SAN MARTIN
46-0017-OBR23,"Ruta Nacional N° 8 Autopista: Pilar – Pergamino, Tramo: IIB, en la Provincia de Buenos Aires.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13076,4.2.2-10008.3,"OBRAS VIALIDAD NACIONAL; TIPO: AUTOPISTAS Y AUTOVIAS, DESCRIPCION: CONSTR. AUTOPISTA TRAZA NUEVA",148,BUENOS AIRES,94503,SAN ANTONIO DE ARECO,6913,SAN ANTONIO DE ARECO
46-0017-OBR23,"Ruta Nacional N° 8 Autopista: Pilar – Pergamino, Tramo: IIB, en la Provincia de Buenos Aires.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13079,4.2.2-10008.3,"OBRAS VIALIDAD NACIONAL; TIPO: AUTOPISTAS Y AUTOVIAS, DESCRIPCION: CONSTR. AUTOPISTA TRAZA NUEVA",148,BUENOS AIRES,94503,SAN ANTONIO DE ARECO,6913,SAN ANTONIO DE ARECO
46-0017-OBR23,"Ruta Nacional N° 8 Autopista: Pilar – Pergamino, Tramo: IIB, en la Provincia de Buenos Aires.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13105,4.2.2-10008.3,"OBRAS VIALIDAD NACIONAL; TIPO: AUTOPISTAS Y AUTOVIAS, DESCRIPCION: CONSTR. AUTOPISTA TRAZA NUEVA",148,BUENOS AIRES,94503,SAN ANTONIO DE ARECO,6913,SAN ANTONIO DE ARECO
46/19-0018-OBR23,AMPLIACIÓN Y MEJORA DEL DISTRIBUIDOR EN CRUCE CON RUTA PROVINCIAL Nº 41.,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,13100,4.2.2-10008.39,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: ADECUACION DE INTERSECCION",148,BUENOS AIRES,94503,SAN ANTONIO DE ARECO,6913,SAN ANTONIO DE ARECO
46-0019-OBR23,MALLA 405-A. RUTA NACIONAL N° 89,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11990,4.2.2-10008.34,"OBRAS VIALIDAD NACIONAL; TIPO: REHABIL. Y MANT. INTEGRADO, DESCRIPCION: MALLA CREMA",150,CHACO,94606,12 DE octubre,8228,GENERAL PINEDO
46-0019-OBR23,MALLA 405-A. RUTA NACIONAL N° 89,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11990,4.2.2-10008.34,"OBRAS VIALIDAD NACIONAL; TIPO: REHABIL. Y MANT. INTEGRADO, DESCRIPCION: MALLA CREMA",150,CHACO,94606,12 DE octubre,8226,GANCEDO
46-0019-OBR23,MALLA 405-A. RUTA NACIONAL N° 89,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11990,4.2.2-10008.34,"OBRAS VIALIDAD NACIONAL; TIPO: REHABIL. Y MANT. INTEGRADO, DESCRIPCION: MALLA CREMA",169,SANTIAGO DEL ESTERO,94416,MORENO,17392,QUIMILI
46-0021-OBR23,"REPAVIMENTACIÓN Y RUTA SEGURA EN RUTA NACIONAL N° 3, TRAMO: AZUL – CORONEL DORREGO",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,11715,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",148,BUENOS AIRES,94126,AZUL,5571,AZUL
46-0021-OBR23,"REPAVIMENTACIÓN Y RUTA SEGURA EN RUTA NACIONAL N° 3, TRAMO: AZUL – CORONEL DORREGO",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13102,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",148,BUENOS AIRES,94126,AZUL,5571,AZUL
46-0022-OBR23,CONSTRUCCIÓN DE BANQUINAS PAVIMENTADAS Y CARRILES DE SOBREPASO EN RUTA NACIONAL N° 226,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,13134,4.2.2-10008.13,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: PAVIMENTACION DE RUTA",148,BUENOS AIRES,94128,BALCARCE,5624,BALCARCE
501-0001-OBR23,MHN MONUMENTO A LA BANDERA,501/000,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,13124,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,168,SANTA FE,94489,ROSARIO,16074,ROSARIO
501-0002-OBR23,Ex CCDTyE CAMPO DE MAYO. Espacio de Memoria y Promoción de los DDHH,501/000,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,13133,4.2.1-7003.33,CONST. CIVIL PRIVADA; DESCRIPCION: CONSTRUCCION DE LOCAL,148,BUENOS AIRES,94529,SAN MIGUEL,6951,CAMPO DE MAYO